Issue key,Summary,Custom field (External Issue URL),Custom field (Release Note),Custom field (Git Pull Request),Components,is_magento
ACP2E-2641,Multi Store Wrong category url-rewrite for third level category,"",Generate correct url rewrites for children with parent with custom scoped url key,<https://github.com/magento/magento2/commit/ea79f7dd>,SEO,true
ACP2E-2642,Fastly cache not cleared for content staging update,"","Now GraphQL with PageBuilder contents response cache is invalidated, when the PageBuilder content related entities are updated.",<https://github.com/magento/magento2/commit/ba25af8a>,GraphQL,true
ACP2E-2646,[Cloud] Sales Rule not applied to first order of Multi Shipping,"","After the fix, the discount is shown correctly for each order of the same multi-shipping quote.",<https://github.com/magento/magento2/commit/f89a447e>,Cart & Checkout,true
ACP2E-2652,[On-Premise] Re-index process is inefficient when creating Catalog Price Rules,"","Now saving catalog price rule will not invalidate indexers, instead it will reindex affected products only",<https://github.com/magento/magento2/commit/f89a447e>,Catalog,true
ACP2E-2653,Disabling Layered Navetion - Does not remove aggregation from Graphql,"","The issue has been fixed after applying the check while requesting a product search with category aggregations through a GraphQL query when the admin configuration setting of ""Catalog > Layered Navigation > Display Category Filter"".",<https://github.com/magento/magento2/commit/12e071c3>,GraphQL,true
ACP2E-2664,[Cloud] Production Parallel Requests to Add Same Product to Cart Result In Two Separate Items In The Cart rest API,"","The system now correctly processes multiple parallel requests to add the same product to the cart into a single line item, preventing the creation of separate line items for the same SKU. Previously, making parallel requests to add the same product to the cart via the REST API would result in multiple line items for the same SKU.",<https://github.com/magento/magento2/commit/f89a447e>,Cart & Checkout,true
ACP2E-2672,[Cloud] Special price API endpoint returns error when updating large numbers of products concurrently,"","Now Special Price bulk update API will create a single campaign for each date range instead of multiple scheduled updates for each product and date range. Also, it will support concurrent API requests for faster processing of large number of SKUs.",<https://github.com/magento/magento2/commit/f89a447e>,"Catalog, Pricing, Staging & Preview",true
ACP2E-2673,Price partial indexing performance,"",The price partial indexing performance has been improved by optimizing some of the delete queries used within the indexing process.,<https://github.com/magento/magento2/commit/ba25af8a>,Performance,true
ACP2E-2676,Issue with Ordering from Gift Registry Magento 2.4.4 Enterprise/Commerce,https://github.com/magento/magento2/issues/35432,"The issue preventing the successful purchase of a product from a gift registry has been resolved, allowing orders to be placed and the gift registry to be updated appropriately. Previously, an error occurred when attempting to place an order from a gift registry, preventing the completion of the purchase.","",Cart & Checkout,true
ACP2E-2679,Updating time of Date and Time type product attributes via CSV import,https://github.com/magento/magento2/issues/38306,"Now datetime attributes will have time part in exported data. It will be also possible to update the time for such attributes using import. Also if ""Fields Enclosure"" is enabled, attribute values in ""additional_attributes"" column will be enclosed within double quotes.",<https://github.com/magento/magento2/commit/ea79f7dd>,Catalog,true
ACP2E-2687,Permission Issue for accessing Dynamic Block,"","Previously for restricted admin adding a new dynamic block threw an error. After implementing this fix restricted admin can successfully add the dynamic block, and edit the block without any error","",Admin UI,false
ACP2E-2689,No Appropriate error message when website id is wrong in the request,"",Now the appropriate error message was added to display when the website id is wrong in the request. Previously there was no validation when the website id was wrong in the request.,<https://github.com/magento/magento2/commit/39d54c2d>,Catalog,true
ACP2E-2692,"""Base table or view not found"" error occurs when partial indexing is executed","",Partial reindex now works correctly with big changelog in case of secondary db connection,<https://github.com/magento/magento2/commit/ba25af8a>,Framework,true
ACP2E-2693,[Cloud] Frontend not loading due to issue in newsletter template,"",Adding blocks via CMS Page content section does not lead to exception anymore,<https://github.com/magento/magento2/commit/ea79f7dd>,Content,true
ACP2E-2703,REST API showing orders from another website. ,"","The system now supports scope authorized access for REST API admin tokens and Magento_Sales endpoints, ensuring that the REST API only displays orders that admin has access to. Previously, the REST API would display orders from all websites, regardless of the admin user's assigned website.","",APIs,false
ACP2E-2704,Getting Unable to send the cookie. Size of 'mage-messages' while trying to Reorder,"",The reordering processwill not generate its own errors now. It will rely on cart listing built-in item checks.,<https://github.com/magento/magento2/commit/ba25af8a>,Cart & Checkout,true
ACP2E-2708,Cannot change positions for the category products in the allowed website as a restricted admin user,"",Allow for a restricted admin user to add and sort products under a category contained under the root category assigned under restricted website.,"","Admin UI, Catalog",false
ACP2E-2710,Wrong execution time for import operation in Import History grid,"",Import report execution time shows correctly independent of admin locale.,<https://github.com/magento/magento2/commit/ea79f7dd>,Import / export,true
ACP2E-2729,[CLARIFICATION] Feature Request ADA Compliance,"","The system now ensures ADA compliance by removing unsupported CSS properties and replacing them with supported ones in the print.css file. Previously, the use of unsupported CSS properties led to browser compatibility issues.",<https://github.com/magento/magento2/commit/57a32313>,UI Framework,true
