Issue key,Summary,Custom field (External Issue URL),Custom field (Git Pull Request),Custom field (Release Note),Components,is_magento
AC-14050,Editing A Product in the backend Removes extra decimal places from product option pricing,https://github.com/magento/magento2/issues/39655,https://github.com/magento/magento2/commit/3b5ac075,"Fixed an issue where editing a product in the admin truncated product option pricing to two decimal places. The system now preserves pricing with higher decimal precision, ensuring accurate values are retained after saving.","Catalog, Product",true
AC-14132,Block selection in widgets that have the same identifier,https://github.com/magento/magento2/issues/39692,https://github.com/magento/magento2/pull/39722,The System now correctly handles selecting block while creating widgets when we are having same identifier blocks,Content,true
AC-14159,[\Magento\ConfigurableProduct\Model\Product\Type\Configurable] PHP error unoticed,https://github.com/magento/magento2/issues/39641,https://github.com/magento/magento2/pull/39642,"Changed a loop variable name to correctly add the ""_cache_instance_product_ids"" data on the given product to be used on subsequent calls.",Catalog,true
AC-14241,Not able to place the order with the guest,"",https://github.com/magento/magento2/commit/27217d0e,"Adobe Commerce now allows guest shoppers to successfully place orders when the middle name field is configured as required in the Admin. Previously, in Adobe Commerce 2.4.8-beta1 (PHP 8.3/8.4), configuring middle name as required and checking out as a guest prevented order placement even when a middle name was provided, blocking completion of the checkout. AC-14241",Cart & Checkout,true
AC-14254,"""The CMS page with the ""0"" ID doesn't exist"" log flood",https://github.com/magento/magento2/issues/39743,https://github.com/magento/magento2/pull/39746,The system is working as expected after creating admin user and when we creating a new page system.log does not have any error messages,Content,true
AC-14256,"[Graphql] Cannot return null for non-nullable field ""SelectedCustomizableOption.label""",https://github.com/magento/magento2/issues/39729,https://github.com/magento/magento2/pull/39888,The system now will not throw internal server error with message when the selected option that no longer exists,Cart & Checkout,true
AC-14266,Import/Export action logs are not created in System > Action Logs > Report grid,"",https://github.com/magento/magento2/commit/b5e99d20,Implemented logging for Import/Export admin actions so they now appear in System > Action Logs > Report. This ensures better audit tracking by recording import activities that were previously missing.,Admin UI,true
AC-14267,Disable captcha storefont config still load captcha js files,https://github.com/magento/magento2/issues/32987,https://github.com/magento/magento2/pull/39154,"The System now does not load captcha js files when we disabled captcha 
 for storefont",Other Developer Tools,true
AC-14269,[GraphQl] Route query infinite loop,https://github.com/magento/magento2/issues/39707,https://github.com/magento/magento2/commit/68a45d0a,"This ticket fixed the issue where a GraphQL route query with identical Request Path and Target Path caused an infinite loop and eventually timed out.
In 2.4.9-alpha3, the query now returns the correct error response instead of looping.",Content,true
AC-14283,Newsletter subscribe enabled switch not working per website/store,https://github.com/magento/magento2/issues/39751,https://github.com/magento/magento2/pull/39752,The System Correctly handles subscription with newsletter when we are having multiple websites/storeviews when it was disabled at global level,Account,true
AC-14295,Unexisting sitemap responds with product image,https://github.com/magento/magento2/issues/39756,https://github.com/magento/magento2/pull/40135,The System now fixes when we access Unexisting sitemap responds with product image with Response: 404 NOT FOUND,Content,true
AC-14306,Losing product custom option file upload when checking out with Adobe credit card payment method,https://github.com/magento/magento2/issues/39647,"","Product custom option file uploads are now retained when checking out with Adobe credit card payment method.
Previously, file uploads were lost when using this payment method, but worked with others.
AC-14306",Order,true
AC-14312,[Issue] [PHPDOC] Fix bad phpdoc for Magento\Framework\Message\ManagerInterface,https://github.com/magento/magento2/issues/39593,https://github.com/magento/magento2/pull/39153,This PR fixes the bad phpdoc for \Magento\Framework\Message\ManagerInterface and remove all duplicate phpdoc in \Magento\Framework\Message\Manager (use inheritdoc syntaxe).,Framework,true
AC-14360,Admin orders - unable to search for Will,https://github.com/magento/magento2/issues/36596,https://github.com/magento/magento2/commit/a8cf637b,"Fixed an issue where searching for orders by customer name (e.g., “Will”) in the Admin orders grid returned no results. After the fix, relevant orders are displayed correctly when filtered by customer name.",Order,true
AC-14361,B2B Login as Customer header still has Magento branding,"",https://github.com/magento/magento2/commit/fadcfa8b,"Earlier the storefront header shows ""You are now connected as <customer name> on <store name>"" with Magento branding. Which is now fixed and the header shows with ADOBE branding.","Admin UI, B2B",true
